table,rows,columns,column,dtype,missing_count,missing_pct,candidate_keys,timestamp_candidates
pastHistory.csv.gz,12109,8,pasthistoryid,int64,0,0.0,patientunitstayid,pasthistoryenteredoffset;pasthistoryoffset
pastHistory.csv.gz,12109,8,patientunitstayid,int64,0,0.0,patientunitstayid,pasthistoryenteredoffset;pasthistoryoffset
pastHistory.csv.gz,12109,8,pasthistoryoffset,int64,0,0.0,patientunitstayid,pasthistoryenteredoffset;pasthistoryoffset
pastHistory.csv.gz,12109,8,pasthistoryenteredoffset,int64,0,0.0,patientunitstayid,pasthistoryenteredoffset;pasthistoryoffset
pastHistory.csv.gz,12109,8,pasthistorynotetype,str,0,0.0,patientunitstayid,pasthistoryenteredoffset;pasthistoryoffset
pastHistory.csv.gz,12109,8,pasthistorypath,str,0,0.0,patientunitstayid,pasthistoryenteredoffset;pasthistoryoffset
pastHistory.csv.gz,12109,8,pasthistoryvalue,str,0,0.0,patientunitstayid,pasthistoryenteredoffset;pasthistoryoffset
pastHistory.csv.gz,12109,8,pasthistoryvaluetext,str,0,0.0,patientunitstayid,pasthistoryenteredoffset;pasthistoryoffset
patient.csv.gz,2520,29,patientunitstayid,int64,0,0.0,hospitaladmitoffset;hospitaldischargeoffset;hospitalid;patienthealthsystemstayid;patientunitstayid;uniquepid,hospitaladmitoffset;hospitaladmittime24;hospitaldischargeoffset;hospitaldischargetime24;unitadmittime24;unitdischargeoffset;unitdischargetime24
patient.csv.gz,2520,29,patienthealthsystemstayid,int64,0,0.0,hospitaladmitoffset;hospitaldischargeoffset;hospitalid;patienthealthsystemstayid;patientunitstayid;uniquepid,hospitaladmitoffset;hospitaladmittime24;hospitaldischargeoffset;hospitaldischargetime24;unitadmittime24;unitdischargeoffset;unitdischargetime24
patient.csv.gz,2520,29,gender,str,4,0.15873015873015872,hospitaladmitoffset;hospitaldischargeoffset;hospitalid;patienthealthsystemstayid;patientunitstayid;uniquepid,hospitaladmitoffset;hospitaladmittime24;hospitaldischargeoffset;hospitaldischargetime24;unitadmittime24;unitdischargeoffset;unitdischargetime24
patient.csv.gz,2520,29,age,str,4,0.15873015873015872,hospitaladmitoffset;hospitaldischargeoffset;hospitalid;patienthealthsystemstayid;patientunitstayid;uniquepid,hospitaladmitoffset;hospitaladmittime24;hospitaldischargeoffset;hospitaldischargetime24;unitadmittime24;unitdischargeoffset;unitdischargetime24
patient.csv.gz,2520,29,ethnicity,str,39,1.5476190476190477,hospitaladmitoffset;hospitaldischargeoffset;hospitalid;patienthealthsystemstayid;patientunitstayid;uniquepid,hospitaladmitoffset;hospitaladmittime24;hospitaldischargeoffset;hospitaldischargetime24;unitadmittime24;unitdischargeoffset;unitdischargetime24
patient.csv.gz,2520,29,hospitalid,int64,0,0.0,hospitaladmitoffset;hospitaldischargeoffset;hospitalid;patienthealthsystemstayid;patientunitstayid;uniquepid,hospitaladmitoffset;hospitaladmittime24;hospitaldischargeoffset;hospitaldischargetime24;unitadmittime24;unitdischargeoffset;unitdischargetime24
patient.csv.gz,2520,29,wardid,int64,0,0.0,hospitaladmitoffset;hospitaldischargeoffset;hospitalid;patienthealthsystemstayid;patientunitstayid;uniquepid,hospitaladmitoffset;hospitaladmittime24;hospitaldischargeoffset;hospitaldischargetime24;unitadmittime24;unitdischargeoffset;unitdischargetime24
patient.csv.gz,2520,29,apacheadmissiondx,str,299,11.865079365079366,hospitaladmitoffset;hospitaldischargeoffset;hospitalid;patienthealthsystemstayid;patientunitstayid;uniquepid,hospitaladmitoffset;hospitaladmittime24;hospitaldischargeoffset;hospitaldischargetime24;unitadmittime24;unitdischargeoffset;unitdischargetime24
patient.csv.gz,2520,29,admissionheight,float64,69,2.738095238095238,hospitaladmitoffset;hospitaldischargeoffset;hospitalid;patienthealthsystemstayid;patientunitstayid;uniquepid,hospitaladmitoffset;hospitaladmittime24;hospitaldischargeoffset;hospitaldischargetime24;unitadmittime24;unitdischargeoffset;unitdischargetime24
patient.csv.gz,2520,29,hospitaladmittime24,str,0,0.0,hospitaladmitoffset;hospitaldischargeoffset;hospitalid;patienthealthsystemstayid;patientunitstayid;uniquepid,hospitaladmitoffset;hospitaladmittime24;hospitaldischargeoffset;hospitaldischargetime24;unitadmittime24;unitdischargeoffset;unitdischargetime24
patient.csv.gz,2520,29,hospitaladmitoffset,int64,0,0.0,hospitaladmitoffset;hospitaldischargeoffset;hospitalid;patienthealthsystemstayid;patientunitstayid;uniquepid,hospitaladmitoffset;hospitaladmittime24;hospitaldischargeoffset;hospitaldischargetime24;unitadmittime24;unitdischargeoffset;unitdischargetime24
patient.csv.gz,2520,29,hospitaladmitsource,str,594,23.571428571428573,hospitaladmitoffset;hospitaldischargeoffset;hospitalid;patienthealthsystemstayid;patientunitstayid;uniquepid,hospitaladmitoffset;hospitaladmittime24;hospitaldischargeoffset;hospitaldischargetime24;unitadmittime24;unitdischargeoffset;unitdischargetime24
patient.csv.gz,2520,29,hospitaldischargeyear,int64,0,0.0,hospitaladmitoffset;hospitaldischargeoffset;hospitalid;patienthealthsystemstayid;patientunitstayid;uniquepid,hospitaladmitoffset;hospitaladmittime24;hospitaldischargeoffset;hospitaldischargetime24;unitadmittime24;unitdischargeoffset;unitdischargetime24
patient.csv.gz,2520,29,hospitaldischargetime24,str,0,0.0,hospitaladmitoffset;hospitaldischargeoffset;hospitalid;patienthealthsystemstayid;patientunitstayid;uniquepid,hospitaladmitoffset;hospitaladmittime24;hospitaldischargeoffset;hospitaldischargetime24;unitadmittime24;unitdischargeoffset;unitdischargetime24
patient.csv.gz,2520,29,hospitaldischargeoffset,int64,0,0.0,hospitaladmitoffset;hospitaldischargeoffset;hospitalid;patienthealthsystemstayid;patientunitstayid;uniquepid,hospitaladmitoffset;hospitaladmittime24;hospitaldischargeoffset;hospitaldischargetime24;unitadmittime24;unitdischargeoffset;unitdischargetime24
patient.csv.gz,2520,29,hospitaldischargelocation,str,32,1.2698412698412698,hospitaladmitoffset;hospitaldischargeoffset;hospitalid;patienthealthsystemstayid;patientunitstayid;uniquepid,hospitaladmitoffset;hospitaladmittime24;hospitaldischargeoffset;hospitaldischargetime24;unitadmittime24;unitdischargeoffset;unitdischargetime24
patient.csv.gz,2520,29,hospitaldischargestatus,str,28,1.1111111111111112,hospitaladmitoffset;hospitaldischargeoffset;hospitalid;patienthealthsystemstayid;patientunitstayid;uniquepid,hospitaladmitoffset;hospitaladmittime24;hospitaldischargeoffset;hospitaldischargetime24;unitadmittime24;unitdischargeoffset;unitdischargetime24
patient.csv.gz,2520,29,unittype,str,0,0.0,hospitaladmitoffset;hospitaldischargeoffset;hospitalid;patienthealthsystemstayid;patientunitstayid;uniquepid,hospitaladmitoffset;hospitaladmittime24;hospitaldischargeoffset;hospitaldischargetime24;unitadmittime24;unitdischargeoffset;unitdischargetime24
patient.csv.gz,2520,29,unitadmittime24,str,0,0.0,hospitaladmitoffset;hospitaldischargeoffset;hospitalid;patienthealthsystemstayid;patientunitstayid;uniquepid,hospitaladmitoffset;hospitaladmittime24;hospitaldischargeoffset;hospitaldischargetime24;unitadmittime24;unitdischargeoffset;unitdischargetime24
patient.csv.gz,2520,29,unitadmitsource,str,22,0.873015873015873,hospitaladmitoffset;hospitaldischargeoffset;hospitalid;patienthealthsystemstayid;patientunitstayid;uniquepid,hospitaladmitoffset;hospitaladmittime24;hospitaldischargeoffset;hospitaldischargetime24;unitadmittime24;unitdischargeoffset;unitdischargetime24
patient.csv.gz,2520,29,unitvisitnumber,int64,0,0.0,hospitaladmitoffset;hospitaldischargeoffset;hospitalid;patienthealthsystemstayid;patientunitstayid;uniquepid,hospitaladmitoffset;hospitaladmittime24;hospitaldischargeoffset;hospitaldischargetime24;unitadmittime24;unitdischargeoffset;unitdischargetime24
patient.csv.gz,2520,29,unitstaytype,str,0,0.0,hospitaladmitoffset;hospitaldischargeoffset;hospitalid;patienthealthsystemstayid;patientunitstayid;uniquepid,hospitaladmitoffset;hospitaladmittime24;hospitaldischargeoffset;hospitaldischargetime24;unitadmittime24;unitdischargeoffset;unitdischargetime24
patient.csv.gz,2520,29,admissionweight,float64,198,7.857142857142857,hospitaladmitoffset;hospitaldischargeoffset;hospitalid;patienthealthsystemstayid;patientunitstayid;uniquepid,hospitaladmitoffset;hospitaladmittime24;hospitaldischargeoffset;hospitaldischargetime24;unitadmittime24;unitdischargeoffset;unitdischargetime24
patient.csv.gz,2520,29,dischargeweight,float64,1284,50.95238095238095,hospitaladmitoffset;hospitaldischargeoffset;hospitalid;patienthealthsystemstayid;patientunitstayid;uniquepid,hospitaladmitoffset;hospitaladmittime24;hospitaldischargeoffset;hospitaldischargetime24;unitadmittime24;unitdischargeoffset;unitdischargetime24
patient.csv.gz,2520,29,unitdischargetime24,str,0,0.0,hospitaladmitoffset;hospitaldischargeoffset;hospitalid;patienthealthsystemstayid;patientunitstayid;uniquepid,hospitaladmitoffset;hospitaladmittime24;hospitaldischargeoffset;hospitaldischargetime24;unitadmittime24;unitdischargeoffset;unitdischargetime24
patient.csv.gz,2520,29,unitdischargeoffset,int64,0,0.0,hospitaladmitoffset;hospitaldischargeoffset;hospitalid;patienthealthsystemstayid;patientunitstayid;uniquepid,hospitaladmitoffset;hospitaladmittime24;hospitaldischargeoffset;hospitaldischargetime24;unitadmittime24;unitdischargeoffset;unitdischargetime24
patient.csv.gz,2520,29,unitdischargelocation,str,4,0.15873015873015872,hospitaladmitoffset;hospitaldischargeoffset;hospitalid;patienthealthsystemstayid;patientunitstayid;uniquepid,hospitaladmitoffset;hospitaladmittime24;hospitaldischargeoffset;hospitaldischargetime24;unitadmittime24;unitdischargeoffset;unitdischargetime24
patient.csv.gz,2520,29,unitdischargestatus,str,2,0.07936507936507936,hospitaladmitoffset;hospitaldischargeoffset;hospitalid;patienthealthsystemstayid;patientunitstayid;uniquepid,hospitaladmitoffset;hospitaladmittime24;hospitaldischargeoffset;hospitaldischargetime24;unitadmittime24;unitdischargeoffset;unitdischargetime24
patient.csv.gz,2520,29,uniquepid,str,0,0.0,hospitaladmitoffset;hospitaldischargeoffset;hospitalid;patienthealthsystemstayid;patientunitstayid;uniquepid,hospitaladmitoffset;hospitaladmittime24;hospitaldischargeoffset;hospitaldischargetime24;unitadmittime24;unitdischargeoffset;unitdischargetime24
physicalExam.csv.gz,84058,6,physicalexamid,int64,0,0.0,patientunitstayid,physicalexamoffset
physicalExam.csv.gz,84058,6,patientunitstayid,int64,0,0.0,patientunitstayid,physicalexamoffset
physicalExam.csv.gz,84058,6,physicalexamoffset,int64,0,0.0,patientunitstayid,physicalexamoffset
physicalExam.csv.gz,84058,6,physicalexampath,str,0,0.0,patientunitstayid,physicalexamoffset
physicalExam.csv.gz,84058,6,physicalexamvalue,str,0,0.0,patientunitstayid,physicalexamoffset
physicalExam.csv.gz,84058,6,physicalexamtext,str,612,0.728068714459064,patientunitstayid,physicalexamoffset
respiratoryCare.csv.gz,5436,34,respcareid,int64,0,0.0,patientunitstayid,priorventendoffset;priorventstartoffset;respcarestatusoffset;setapneainsptime;ventendoffset;ventstartoffset
respiratoryCare.csv.gz,5436,34,patientunitstayid,int64,0,0.0,patientunitstayid,priorventendoffset;priorventstartoffset;respcarestatusoffset;setapneainsptime;ventendoffset;ventstartoffset
respiratoryCare.csv.gz,5436,34,respcarestatusoffset,int64,0,0.0,patientunitstayid,priorventendoffset;priorventstartoffset;respcarestatusoffset;setapneainsptime;ventendoffset;ventstartoffset
respiratoryCare.csv.gz,5436,34,currenthistoryseqnum,int64,0,0.0,patientunitstayid,priorventendoffset;priorventstartoffset;respcarestatusoffset;setapneainsptime;ventendoffset;ventstartoffset
respiratoryCare.csv.gz,5436,34,airwaytype,str,4642,85.39367181751288,patientunitstayid,priorventendoffset;priorventstartoffset;respcarestatusoffset;setapneainsptime;ventendoffset;ventstartoffset
respiratoryCare.csv.gz,5436,34,airwaysize,float64,4800,88.30022075055187,patientunitstayid,priorventendoffset;priorventstartoffset;respcarestatusoffset;setapneainsptime;ventendoffset;ventstartoffset
respiratoryCare.csv.gz,5436,34,airwayposition,str,4471,82.24797645327446,patientunitstayid,priorventendoffset;priorventstartoffset;respcarestatusoffset;setapneainsptime;ventendoffset;ventstartoffset
respiratoryCare.csv.gz,5436,34,cuffpressure,float64,5333,98.10522442972774,patientunitstayid,priorventendoffset;priorventstartoffset;respcarestatusoffset;setapneainsptime;ventendoffset;ventstartoffset
respiratoryCare.csv.gz,5436,34,ventstartoffset,int64,0,0.0,patientunitstayid,priorventendoffset;priorventstartoffset;respcarestatusoffset;setapneainsptime;ventendoffset;ventstartoffset
respiratoryCare.csv.gz,5436,34,ventendoffset,int64,0,0.0,patientunitstayid,priorventendoffset;priorventstartoffset;respcarestatusoffset;setapneainsptime;ventendoffset;ventstartoffset
respiratoryCare.csv.gz,5436,34,priorventstartoffset,int64,0,0.0,patientunitstayid,priorventendoffset;priorventstartoffset;respcarestatusoffset;setapneainsptime;ventendoffset;ventstartoffset
respiratoryCare.csv.gz,5436,34,priorventendoffset,int64,0,0.0,patientunitstayid,priorventendoffset;priorventstartoffset;respcarestatusoffset;setapneainsptime;ventendoffset;ventstartoffset
respiratoryCare.csv.gz,5436,34,apneaparams,str,5325,97.95805739514348,patientunitstayid,priorventendoffset;priorventstartoffset;respcarestatusoffset;setapneainsptime;ventendoffset;ventstartoffset
respiratoryCare.csv.gz,5436,34,lowexhmvlimit,float64,3386,62.28844738778513,patientunitstayid,priorventendoffset;priorventstartoffset;respcarestatusoffset;setapneainsptime;ventendoffset;ventstartoffset
respiratoryCare.csv.gz,5436,34,hiexhmvlimit,float64,4894,90.02943340691685,patientunitstayid,priorventendoffset;priorventstartoffset;respcarestatusoffset;setapneainsptime;ventendoffset;ventstartoffset
respiratoryCare.csv.gz,5436,34,lowexhtvlimit,float64,4885,89.86387049300957,patientunitstayid,priorventendoffset;priorventstartoffset;respcarestatusoffset;setapneainsptime;ventendoffset;ventstartoffset
respiratoryCare.csv.gz,5436,34,hipeakpreslimit,float64,4984,91.6850625459897,patientunitstayid,priorventendoffset;priorventstartoffset;respcarestatusoffset;setapneainsptime;ventendoffset;ventstartoffset
respiratoryCare.csv.gz,5436,34,lowpeakpreslimit,float64,5259,96.7439293598234,patientunitstayid,priorventendoffset;priorventstartoffset;respcarestatusoffset;setapneainsptime;ventendoffset;ventstartoffset
respiratoryCare.csv.gz,5436,34,hirespratelimit,float64,4599,84.60264900662251,patientunitstayid,priorventendoffset;priorventstartoffset;respcarestatusoffset;setapneainsptime;ventendoffset;ventstartoffset
respiratoryCare.csv.gz,5436,34,lowrespratelimit,float64,5150,94.73877851361296,patientunitstayid,priorventendoffset;priorventstartoffset;respcarestatusoffset;setapneainsptime;ventendoffset;ventstartoffset
respiratoryCare.csv.gz,5436,34,sighpreslimit,float64,5436,100.0,patientunitstayid,priorventendoffset;priorventstartoffset;respcarestatusoffset;setapneainsptime;ventendoffset;ventstartoffset
respiratoryCare.csv.gz,5436,34,lowironoxlimit,float64,5436,100.0,patientunitstayid,priorventendoffset;priorventstartoffset;respcarestatusoffset;setapneainsptime;ventendoffset;ventstartoffset
respiratoryCare.csv.gz,5436,34,highironoxlimit,float64,5436,100.0,patientunitstayid,priorventendoffset;priorventstartoffset;respcarestatusoffset;setapneainsptime;ventendoffset;ventstartoffset
respiratoryCare.csv.gz,5436,34,meanairwaypreslimit,float64,5436,100.0,patientunitstayid,priorventendoffset;priorventstartoffset;respcarestatusoffset;setapneainsptime;ventendoffset;ventstartoffset
respiratoryCare.csv.gz,5436,34,peeplimit,float64,5236,96.32082413539368,patientunitstayid,priorventendoffset;priorventstartoffset;respcarestatusoffset;setapneainsptime;ventendoffset;ventstartoffset
respiratoryCare.csv.gz,5436,34,cpaplimit,float64,5183,95.345842531273,patientunitstayid,priorventendoffset;priorventstartoffset;respcarestatusoffset;setapneainsptime;ventendoffset;ventstartoffset
respiratoryCare.csv.gz,5436,34,setapneainterval,float64,5181,95.30905077262693,patientunitstayid,priorventendoffset;priorventstartoffset;respcarestatusoffset;setapneainsptime;ventendoffset;ventstartoffset
respiratoryCare.csv.gz,5436,34,setapneatv,float64,5214,95.91611479028697,patientunitstayid,priorventendoffset;priorventstartoffset;respcarestatusoffset;setapneainsptime;ventendoffset;ventstartoffset
respiratoryCare.csv.gz,5436,34,setapneaippeephigh,float64,5413,99.57689477557027,patientunitstayid,priorventendoffset;priorventstartoffset;respcarestatusoffset;setapneainsptime;ventendoffset;ventstartoffset
respiratoryCare.csv.gz,5436,34,setapnearr,float64,5191,95.49300956585725,patientunitstayid,priorventendoffset;priorventstartoffset;respcarestatusoffset;setapneainsptime;ventendoffset;ventstartoffset
respiratoryCare.csv.gz,5436,34,setapneapeakflow,float64,5196,95.58498896247241,patientunitstayid,priorventendoffset;priorventstartoffset;respcarestatusoffset;setapneainsptime;ventendoffset;ventstartoffset
respiratoryCare.csv.gz,5436,34,setapneainsptime,float64,5324,97.93966151582046,patientunitstayid,priorventendoffset;priorventstartoffset;respcarestatusoffset;setapneainsptime;ventendoffset;ventstartoffset
respiratoryCare.csv.gz,5436,34,setapneaie,float64,5436,100.0,patientunitstayid,priorventendoffset;priorventstartoffset;respcarestatusoffset;setapneainsptime;ventendoffset;ventstartoffset
respiratoryCare.csv.gz,5436,34,setapneafio2,float64,5189,95.45621780721119,patientunitstayid,priorventendoffset;priorventstartoffset;respcarestatusoffset;setapneainsptime;ventendoffset;ventstartoffset
respiratoryCharting.csv.gz,176089,7,respchartid,int64,0,0.0,patientunitstayid,respchartentryoffset;respchartoffset
respiratoryCharting.csv.gz,176089,7,patientunitstayid,int64,0,0.0,patientunitstayid,respchartentryoffset;respchartoffset
respiratoryCharting.csv.gz,176089,7,respchartoffset,int64,0,0.0,patientunitstayid,respchartentryoffset;respchartoffset
respiratoryCharting.csv.gz,176089,7,respchartentryoffset,int64,0,0.0,patientunitstayid,respchartentryoffset;respchartoffset
respiratoryCharting.csv.gz,176089,7,respcharttypecat,str,0,0.0,patientunitstayid,respchartentryoffset;respchartoffset
respiratoryCharting.csv.gz,176089,7,respchartvaluelabel,str,0,0.0,patientunitstayid,respchartentryoffset;respchartoffset
respiratoryCharting.csv.gz,176089,7,respchartvalue,str,125,0.07098683052320133,patientunitstayid,respchartentryoffset;respchartoffset
treatment.csv.gz,38290,5,treatmentid,int64,0,0.0,patientunitstayid,treatmentoffset
treatment.csv.gz,38290,5,patientunitstayid,int64,0,0.0,patientunitstayid,treatmentoffset
treatment.csv.gz,38290,5,treatmentoffset,int64,0,0.0,patientunitstayid,treatmentoffset
treatment.csv.gz,38290,5,treatmentstring,str,0,0.0,patientunitstayid,treatmentoffset
treatment.csv.gz,38290,5,activeupondischarge,bool,0,0.0,patientunitstayid,treatmentoffset
vitalAperiodic.csv.gz,274088,13,vitalaperiodicid,int64,0,0.0,patientunitstayid,observationoffset
vitalAperiodic.csv.gz,274088,13,patientunitstayid,int64,0,0.0,patientunitstayid,observationoffset
vitalAperiodic.csv.gz,274088,13,observationoffset,int64,0,0.0,patientunitstayid,observationoffset
vitalAperiodic.csv.gz,274088,13,noninvasivesystolic,float64,32280,11.777239426753452,patientunitstayid,observationoffset
vitalAperiodic.csv.gz,274088,13,noninvasivediastolic,float64,32265,11.771766731852544,patientunitstayid,observationoffset
vitalAperiodic.csv.gz,274088,13,noninvasivemean,int64,30910,11.277399959137211,patientunitstayid,observationoffset
vitalAperiodic.csv.gz,274088,13,paop,float64,273919,99.9383409707831,patientunitstayid,observationoffset
vitalAperiodic.csv.gz,274088,13,cardiacoutput,float64,259853,94.80641253903856,patientunitstayid,observationoffset
vitalAperiodic.csv.gz,274088,13,cardiacinput,float64,262223,95.67109833338198,patientunitstayid,observationoffset
vitalAperiodic.csv.gz,274088,13,svr,float64,256299,93.50974869385016,patientunitstayid,observationoffset
vitalAperiodic.csv.gz,274088,13,svri,float64,270648,98.74492863605849,patientunitstayid,observationoffset
vitalAperiodic.csv.gz,274088,13,pvr,float64,273919,99.9383409707831,patientunitstayid,observationoffset
vitalAperiodic.csv.gz,274088,13,pvri,float64,273920,99.93870581710983,patientunitstayid,observationoffset
vitalPeriodic.csv.gz,1634960,19,vitalperiodicid,int64,0,0.0,patientunitstayid,observationoffset
vitalPeriodic.csv.gz,1634960,19,patientunitstayid,int64,0,0.0,patientunitstayid,observationoffset
vitalPeriodic.csv.gz,1634960,19,observationoffset,int64,0,0.0,patientunitstayid,observationoffset
vitalPeriodic.csv.gz,1634960,19,temperature,float64,1522140,93.09952537065126,patientunitstayid,observationoffset
vitalPeriodic.csv.gz,1634960,19,sao2,float64,193260,11.820472672114303,patientunitstayid,observationoffset
vitalPeriodic.csv.gz,1634960,19,heartrate,float64,7066,0.4321818270783383,patientunitstayid,observationoffset
vitalPeriodic.csv.gz,1634960,19,respiration,float64,253609,15.51163331212996,patientunitstayid,observationoffset
vitalPeriodic.csv.gz,1634960,19,cvp,float64,1432676,87.62758721925918,patientunitstayid,observationoffset
vitalPeriodic.csv.gz,1634960,19,etco2,float64,1562180,95.54851494837794,patientunitstayid,observationoffset
vitalPeriodic.csv.gz,1634960,19,systemicsystolic,float64,1408485,86.14797915545334,patientunitstayid,observationoffset
vitalPeriodic.csv.gz,1634960,19,systemicdiastolic,float64,1408489,86.14822380975681,patientunitstayid,observationoffset
vitalPeriodic.csv.gz,1634960,19,systemicmean,float64,1406560,86.0302392719088,patientunitstayid,observationoffset
vitalPeriodic.csv.gz,1634960,19,pasystolic,float64,1602877,98.03768899544943,patientunitstayid,observationoffset
vitalPeriodic.csv.gz,1634960,19,padiastolic,float64,1602880,98.03787248617704,patientunitstayid,observationoffset
vitalPeriodic.csv.gz,1634960,19,pamean,float64,1602328,98.00411019229828,patientunitstayid,observationoffset
vitalPeriodic.csv.gz,1634960,19,st1,float64,1021693,62.49039731858883,patientunitstayid,observationoffset
vitalPeriodic.csv.gz,1634960,19,st2,float64,977997,59.81779370749131,patientunitstayid,observationoffset
vitalPeriodic.csv.gz,1634960,19,st3,float64,1038588,63.52375593286686,patientunitstayid,observationoffset
vitalPeriodic.csv.gz,1634960,19,icp,float64,1621767,99.19306894358272,patientunitstayid,observationoffset
